,paper_id,category,year,keywords,cited_by
10646,10.1007/978-3-030-61616-8_49,SpikingNN,2020,performance systems inference assessing specific universities simulation converting technique training,2
10649,10.1162/neco_a_01367,SpikingNN,2021,networks spiking connectivity functional practical processing learning information process neural,25
10651,10.1109/CVPR52688.2022.01212,SpikingNN,2022,performance mapping differentiability propose representation model implemented efficient neuromorphic neural,4
10653,10.1109/ACCESS.2023.3242643,SpikingNN,2023,performance classification detection interface systems implement efficient sensing separation typically,1
10654,10.1038/s42256-020-00267-x,SpikingNN,2020,biologically underlying fundamental largely optimization architectures computational abstractions empirical processing,1
10655,10.1109/ner.2019.8717154,SpikingNN,2019,information communication mechanism temporal synchronized considered synchronization potential question transit,0
10657,10.1007/978-981-10-5230-9_57,SpikingNN,2017,recognition simulate processes presents integrate processing coding different external recognizing,4
10658,10.1088/1741-2552/ab4896,SpikingNN,2020,activities development potential objective identification extraction interfaces classification prediction current,12
10662,10.1007/s00521-022-07910-1,SpikingNN,2023,sequences temporal spiking encoding efficient implementation system classification computationally biologically,1
10663,10.1109/SLT48900.2021.9383587,SpikingNN,2021,models supervised related current state neural efficient biologically interest realistic,11
10664,10.3389/fnins.2020.00309,SpikingNN,2020,developed neural perpendicular network transfer particular corresponding integration demonstrated resistance,5
10665,10.1109/TBCAS.2018.2843286,SpikingNN,2018,neuron stochastic integrates capacitor spiking network probabilistic networks neural based,5
10668,10.1109/NER52421.2023.10123745,SpikingNN,2023,interface network learning predicting efficient kinematics technological devices control system,0
10669,10.1016/j.neunet.2014.08.011,SpikingNN,2015,conventional typically constraints attractors different demonstrated alterations attraction combining enlargement,2
10674,10.1016/j.jmsy.2022.09.003,SpikingNN,2022,generation bearing networks network typical spiking dissipation variation lubrication environment,2
10676,10.1016/j.ipl.2005.05.023,SpikingNN,2005,learning presented neural supervised multiple existing extending developed algorithm rule,57
10678,10.1007/978-3-319-68600-4_14,SpikingNN,2017,adaptive agents autonomous demand rules effectively combination environments elements utilizing,0
10679,10.1109/TCSII.2021.3098633,SpikingNN,2022,computing efficient performance enable promising researchers alternative present developed models,6
10681,10.1109/LSSC.2020.3013448,SpikingNN,2020,processing stochastic based dependent presented computation accumulation dynamics design demonstrates,3
10682,10.1007/s00521-023-08567-0,SpikingNN,2023,convolutional computational performance respectively weights computation coding temporal recursive complexity,0
10684,10.1016/j.neunet.2018.07.014,SpikingNN,2018,adapting efficient learning environments stationary affected form produced streams distribution,12
10686,10.1093/comjnl/bxp024,SpikingNN,2010,routing infrastructure networks communications simulation massively processing implemented conventional considerations,2
10687,10.1109/MNANO.2022.3141443,SpikingNN,2022,,6
10689,10.1103/PhysRevLett.118.018103,SpikingNN,2017,computations variability spiking unreliable connected dependence probability incorporating connection documented,6
10691,10.1109/MSP.2019.2931595,SpikingNN,2019,processing nature spiking efficient solution networks biological processors benefits growing,175
10692,10.1007/978-3-319-70096-0_10,SpikingNN,2017,model supervised biological networks artificial neural learning elusive perform remains,4
10695,10.3389/fnins.2023.1209795,SpikingNN,2023,optimization computational characteristics transmission extensive dynamics discontinuous mechanism difficulty intricately,1
10696,10.3389/fnins.2022.1068193,SpikingNN,2022,spiking perturbations suitable applications dynamic vision form convolutional asynchronous potential,1
10697,10.1109/JEDS.2020.3025336,SpikingNN,2020,operation characteristics structure networks generation considerable neural attention implement critical,0
10698,10.3390/s20185126,SpikingNN,2020,classification structural feasibility monitoring activities extraction including performance generated,1
10699,10.1039/b006784i,SpikingNN,2001,spiking chemical theoretically function excitable demonstrated system model neuron excitation,0
10701,10.1109/CEC45853.2021.9504921,SpikingNN,2021,decoding differences encoding reinforcement potential increasingly interest computers efficiency differing,1
10702,10.20982/tqmp.13.2.p105,SpikingNN,2017,important networks properties differential equations model parameter inception neural grown,3
10703,10.1016/j.neucom.2023.126686,SpikingNN,2023,constrained resource training federated computational devices neural attention learning large,0
10704,10.1109/ijcnn48605.2020.9207351,SpikingNN,2020,systems efficiency learning reliability integrity complex problems specifically solution promising,4
10709,10.1016/j.ipl.2005.05.018,SpikingNN,2005,,7
10710,10.3390/math10224191,SpikingNN,2022,characteristics significantly biological conventional existing significance mechanisms architectures proposes adaptation,0
10711,10.3390/s19050993,SpikingNN,2019,signals proposed approach based strategy regulation compared usually capabilities difficulties,5
10713,10.3389/fncom.2012.00046,SpikingNN,2012,representations transformation demonstrated recognition elementary features simulation continuous biologically previously,5
10717,10.3389/fnins.2014.00051,SpikingNN,2014,network digital implementation present system combinations results temporal spatio storing,5
10720,10.1002/cta.3075,SpikingNN,2021,spiking function approximation functions learning network implementation understanding implementations architectures,2
10721,10.1109/MDAT.2016.2545159,SpikingNN,2016,,4
10722,10.1109/LES.2019.2919244,SpikingNN,2020,networks method function existing recognition detection efficient classical network typical,3
10724,10.1109/TNNLS.2015.2502993,SpikingNN,2017,regularity propagation irregular communication different areas terms neuronal processing cognitive,1
10725,10.1016/S0925-2312(01)00633-6,SpikingNN,2002,simulation systems examination spiking large synchronization environments simulate effects strong,7
10727,10.1371/journal.pone.0006247,SpikingNN,2009,dynamics learning activity measure computation spatiotemporal networks neural particular importance,2
10730,10.1007/978-3-319-59072-1_62,SpikingNN,2017,correlations activities correlated spiking network firing bursting experimentally predominantly information,0
10735,10.1186/s41601-023-00321-x,SpikingNN,2023,distribution system generation estimation bayesian location increasing centralized traditional systems,0
10736,10.1088/1361-6463/aae223,SpikingNN,2019,networks characteristics performance considering computing supporting capability technologies intelligence conventional,19
10737,10.3389/fnins.2018.00023,SpikingNN,2018,asynchronous spiking processing classification exponential features external different stimuli combining,17
10738,10.1093/ietisy/e88-d.8.1893,SpikingNN,2005,decoding inter neurons input complex transmission biological signals information,1
10739,10.1109/LED.2018.2809661,SpikingNN,2018,degradation network conversion transistors implementation neural demonstrate connected method variation,16
10740,10.1016/j.neucom.2014.03.086,SpikingNN,2015,spiking networks information complicated functionalities biological intelligent compression extraction transforms,6
10741,10.1109/ISCID.2017.19,SpikingNN,2017,propagation connection different spiking form significant connections simulation modeling temporal,0
10743,10.1038/srep27624,SpikingNN,2016,systems models computing network organization computable turing artificial intelligence mechanisms,10
10746,10.1007/s11571-007-9030-0,SpikingNN,2008,activity coupling networks transitions electrical states synchronization scale results following,1
10747,10.3938/jkps.59.2840,SpikingNN,2011,stochastic spiking coherence pacing collective neural decreases structure i.e. population,1
